Date,Period,number1,number2,number3,sale_amount,reward ratio
2016-10-17,2016284,1,4,3,"41,499,642", 39.46%
2016-10-16,2016283,7,4,0,"40,480,304", 69.76%
2016-10-15,2016282,6,2,6,"38,372,192", 55.75%
2016-10-14,2016281,9,9,8,"42,476,988", 48.66%
2016-10-13,2016280,3,7,8,"41,755,336", 75.44%
2016-10-12,2016279,6,2,4,"40,203,606", 63.97%
2016-10-11,2016278,4,3,5,"47,465,790", 49.90%
2016-10-10,2016277,0,8,5,"39,432,884", 46.24%
2016-10-09,2016276,2,7,7,"39,972,550", 46.11%
2016-10-08,2016275,8,7,4,"39,767,144", 30.47%
2016-10-07,2016274,8,8,3,"38,681,282", 58.32%
2016-10-06,2016273,5,6,5,"37,064,248", 27.85%
2016-10-05,2016272,3,7,3,"36,792,314", 50.84%
2016-10-04,2016271,4,4,3,"37,742,022", 37.96%
2016-10-03,2016270,4,1,1,"37,761,616", 25.25%
2016-10-02,2016269,8,6,0,"36,689,086", 31.50%
2016-10-01,2016268,1,0,5,"36,730,246", 30.30%
2016-09-30,2016267,9,8,9,"42,928,820", 44.53%
2016-09-29,2016266,9,1,4,"40,197,892", 79.77%
2016-09-28,2016265,5,2,5,"42,388,164", 121.96%
2016-09-27,2016264,8,9,8,"45,461,304", 60.97%
2016-09-26,2016263,4,8,9,"44,343,260", 44.04%
2016-09-25,2016262,6,5,9,"44,509,880", 39.61%
2016-09-24,2016261,0,4,9,"43,155,976", 33.48%
2016-09-23,2016260,0,6,1,"46,218,434", 19.71%
2016-09-22,2016259,3,2,8,"43,243,140", 77.82%
2016-09-21,2016258,2,6,6,"45,396,264", 37.85%
2016-09-20,2016257,9,7,6,"45,821,552", 65.80%
2016-09-19,2016256,6,2,8,"45,331,496", 66.73%
2016-09-18,2016255,4,5,1,"44,518,332", 33.02%
2016-09-17,2016254,5,6,4,"43,542,480", 48.08%
2016-09-16,2016253,2,6,5,"41,616,574", 37.38%
2016-09-15,2016252,0,5,2,"39,993,702", 37.42%
2016-09-14,2016251,8,6,0,"43,398,960", 97.38%
2016-09-13,2016250,4,1,6,"41,853,568", 88.73%
2016-09-12,2016249,1,0,9,"43,506,724", 31.37%
2016-09-11,2016248,1,3,9,"41,949,878", 34.72%
2016-09-10,2016247,4,4,1,"41,736,174", 30.82%
2016-09-09,2016246,3,1,9,"43,001,032", 56.43%
2016-09-08,2016245,7,6,0,"41,669,160", 67.94%
2016-09-07,2016244,6,9,9,"42,097,386", 28.41%
2016-09-06,2016243,4,4,6,"43,952,770", 38.80%
2016-09-05,2016242,3,9,5,"42,642,040", 50.01%
2016-09-04,2016241,4,9,9,"43,401,280", 38.07%
2016-09-03,2016240,0,8,7,"42,939,496", 39.13%
2016-09-02,2016239,5,6,0,"45,095,038", 112.85%
2016-09-01,2016238,0,3,7,"41,787,074", 69.30%
2016-08-31,2016237,5,3,1,"41,095,060", 32.03%
2016-08-30,2016236,8,9,1,"40,562,520", 65.45%
2016-08-29,2016235,5,5,4,"42,092,464", 43.96%
2016-08-28,2016234,2,0,4,"42,145,274", 26.43%
2016-08-27,2016233,6,9,4,"40,935,824", 55.18%
2016-08-26,2016232,1,3,2,"43,508,322", 35.23%
2016-08-25,2016231,4,5,8,"44,229,936", 54.18%
2016-08-24,2016230,4,9,7,"42,508,308", 87.97%
2016-08-23,2016229,3,7,8,"41,129,156", 71.76%
2016-08-22,2016228,1,8,8,"41,491,342", 43.47%
2016-08-21,2016227,6,9,8,"40,095,056", 43.93%
2016-08-20,2016226,2,8,9,"39,424,994", 32.78%
2016-08-19,2016225,2,1,2,"43,063,912", 25.87%
2016-08-18,2016224,2,7,8,"42,516,996", 53.75%
2016-08-17,2016223,2,9,7,"40,547,054", 50.12%
2016-08-16,2016222,4,0,4,"40,905,258", 30.90%
2016-08-15,2016221,8,0,8,"43,293,408", 59.67%
2016-08-14,2016220,3,6,7,"40,778,184", 110.94%
2016-08-13,2016219,4,1,0,"38,538,612", 76.49%
2016-08-12,2016218,2,3,3,"41,972,872", 24.45%
2016-08-11,2016217,0,3,8,"40,562,920", 49.92%
2016-08-10,2016216,3,3,4,"40,771,344", 29.89%
2016-08-09,2016215,1,4,4,"44,093,920", 42.82%
2016-08-08,2016214,9,4,2,"43,073,220", 60.54%
2016-08-07,2016213,1,7,3,"42,447,994", 30.63%
2016-08-06,2016212,0,3,8,"40,906,620", 52.92%
2016-08-05,2016211,6,3,4,"42,142,748", 80.19%
2016-08-04,2016210,2,7,9,"41,035,104", 59.69%
2016-08-03,2016209,0,2,3,"41,931,180", 28.60%
2016-08-02,2016208,9,5,0,"41,160,436", 38.27%
2016-08-01,2016207,5,9,6,"42,093,602", 48.86%
2016-07-31,2016206,1,7,3,"39,251,110", 78.98%
2016-07-30,2016205,4,9,9,"40,108,134", 36.72%
2016-07-29,2016204,3,2,9,"42,580,814", 29.54%
2016-07-28,2016203,9,7,5,"41,478,544", 45.03%
2016-07-27,2016202,7,8,4,"40,083,642", 61.14%
2016-07-26,2016201,3,2,0,"41,638,390", 44.08%
2016-07-25,2016200,9,3,2,"40,051,532", 32.85%
2016-07-24,2016199,3,4,7,"39,602,624", 59.47%
2016-07-23,2016198,3,0,3,"41,328,672", 39.76%
2016-07-22,2016197,9,1,5,"42,422,336", 60.59%
2016-07-21,2016196,9,0,7,"42,335,906", 39.98%
2016-07-20,2016195,6,1,0,"41,471,354", 27.04%
2016-07-19,2016194,4,0,7,"41,697,926", 88.06%
2016-07-18,2016193,6,9,5,"41,527,416", 40.36%
2016-07-17,2016192,6,6,1,"41,719,440", 38.69%
2016-07-16,2016191,3,0,8,"40,463,290", 52.17%
2016-07-15,2016190,8,2,3,"40,829,780", 62.36%
2016-07-14,2016189,7,9,0,"40,520,418", 24.95%
2016-07-13,2016188,0,9,9,"42,905,252", 47.67%
2016-07-12,2016187,1,3,9,"43,386,034", 46.63%
2016-07-11,2016186,6,1,8,"41,756,854", 100.86%
2016-07-10,2016185,3,8,0,"41,648,920", 58.25%
2016-07-09,2016184,7,0,3,"40,703,944", 53.08%
2016-07-08,2016183,6,9,5,"41,693,314", 32.29%
2016-07-07,2016182,4,8,9,"41,403,472", 29.92%
2016-07-06,2016181,8,6,9,"41,723,708", 26.67%
2016-07-05,2016180,6,5,9,"41,861,970", 51.02%
2016-07-04,2016179,3,8,7,"40,352,178", 77.90%
2016-07-03,2016178,2,4,4,"41,897,664", 36.47%
2016-07-02,2016177,1,9,5,"40,714,158", 55.06%
2016-07-01,2016176,7,1,2,"42,812,498", 97.09%
2016-06-30,2016175,6,4,1,"39,852,806", 60.27%
2016-06-29,2016174,0,0,7,"40,962,692", 51.99%
2016-06-28,2016173,6,9,5,"40,470,750", 38.47%
2016-06-27,2016172,3,2,3,"41,292,230", 31.40%
2016-06-26,2016171,5,9,8,"39,207,234", 52.53%
2016-06-25,2016170,9,0,9,"40,333,788", 31.20%
2016-06-24,2016169,7,0,6,"41,127,212", 54.46%
2016-06-23,2016168,1,1,9,"43,123,530", 72.40%
2016-06-22,2016167,2,4,9,"41,937,100", 42.91%
2016-06-21,2016166,3,9,6,"42,402,536", 60.75%
2016-06-20,2016165,0,4,1,"42,626,756", 18.71%
2016-06-19,2016164,2,7,3,"39,942,706", 53.20%
2016-06-18,2016163,0,3,3,"42,101,126", 35.01%
2016-06-17,2016162,6,3,4,"42,900,858", 69.11%
2016-06-16,2016161,0,4,1,"44,923,292", 24.03%
2016-06-15,2016160,0,1,7,"44,815,532", 85.52%
2016-06-14,2016159,6,9,1,"43,742,926", 46.50%
2016-06-13,2016158,9,2,0,"42,792,956", 49.45%
2016-06-12,2016157,1,5,1,"45,063,084", 38.79%
2016-06-11,2016156,2,7,8,"43,591,738", 54.65%
2016-06-10,2016155,7,8,4,"42,879,162", 50.28%
2016-06-09,2016154,8,3,9,"41,714,748", 36.52%
2016-06-08,2016153,1,7,4,"44,363,544", 87.22%
2016-06-07,2016152,4,9,8,"46,463,600", 64.24%
2016-06-06,2016151,3,3,6,"47,322,338", 37.92%
2016-06-05,2016150,9,1,2,"46,666,300", 53.37%
2016-06-04,2016149,7,5,3,"44,450,786", 61.96%
2016-06-03,2016148,8,1,3,"44,776,738", 60.58%
2016-06-02,2016147,9,8,9,"48,066,190", 51.93%
2016-06-01,2016146,7,6,1,"46,899,486", 73.00%
2016-05-31,2016145,9,4,1,"45,219,020", 100.47%
2016-05-30,2016144,6,2,5,"45,039,942", 73.60%
2016-05-29,2016143,5,0,3,"43,069,182", 40.72%
2016-05-28,2016142,4,3,5,"40,655,006", 68.44%
2016-05-27,2016141,6,8,8,"44,366,068", 45.14%
2016-05-26,2016140,7,8,7,"45,715,702", 39.31%
2016-05-25,2016139,2,5,0,"46,382,592", 35.77%
2016-05-24,2016138,5,6,0,"45,578,394", 51.34%
2016-05-23,2016137,3,9,3,"48,712,018", 101.60%
2016-05-22,2016136,6,1,9,"48,632,000", 33.54%
2016-05-21,2016135,7,3,2,"47,511,666", 35.21%
2016-05-20,2016134,1,0,7,"50,298,404", 40.94%
2016-05-19,2016133,6,9,1,"48,884,596", 41.96%
2016-05-18,2016132,4,5,3,"49,516,936", 30.13%
2016-05-17,2016131,7,5,3,"48,325,436", 100.13%
2016-05-16,2016130,8,6,2,"48,159,204", 76.76%
2016-05-15,2016129,6,4,1,"44,776,880", 61.08%
2016-05-14,2016128,1,2,3,"45,386,564", 71.07%
2016-05-13,2016127,9,5,7,"49,205,300", 34.00%
2016-05-12,2016126,1,3,4,"48,092,158", 25.99%
2016-05-11,2016125,5,9,4,"47,613,346", 25.36%
2016-05-10,2016124,9,1,4,"46,860,652", 61.53%
2016-05-09,2016123,7,0,8,"44,985,464", 29.02%
2016-05-08,2016122,7,6,2,"45,398,000", 42.71%
2016-05-07,2016121,8,4,3,"43,622,160", 46.31%
2016-05-06,2016120,9,3,6,"45,264,440", 32.93%
2016-05-05,2016119,3,0,8,"44,753,156", 36.49%
2016-05-04,2016118,7,0,3,"43,666,246", 58.74%
2016-05-03,2016117,3,2,6,"42,922,552", 40.84%
2016-05-02,2016116,4,2,5,"40,914,148", 84.40%
2016-05-01,2016115,6,3,1,"40,096,810", 37.39%
2016-04-30,2016114,9,8,1,"39,517,818", 78.14%
2016-04-29,2016113,6,7,9,"42,572,042", 43.43%
2016-04-28,2016112,3,4,0,"42,887,740", 18.66%
2016-04-27,2016111,3,3,6,"42,866,582", 48.82%
2016-04-26,2016110,6,5,0,"41,282,878", 27.38%
2016-04-25,2016109,1,0,0,"43,612,058", 59.17%
2016-04-24,2016108,4,8,0,"43,378,276", 39.05%
2016-04-23,2016107,2,3,8,"40,227,976", 106.42%
2016-04-22,2016106,0,4,3,"42,401,238", 28.51%
2016-04-21,2016105,6,9,9,"42,985,610", 49.30%
2016-04-20,2016104,9,0,0,"44,308,114", 47.60%
2016-04-19,2016103,1,2,6,"44,156,482", 59.96%
2016-04-18,2016102,2,8,2,"44,141,874", 23.35%
2016-04-17,2016101,0,6,1,"43,715,692", 34.67%
2016-04-16,2016100,5,5,1,"42,305,668", 71.06%
2016-04-15,2016099,2,1,7,"45,329,692", 43.61%
2016-04-14,2016098,4,1,4,"46,674,116", 87.45%
2016-04-13,2016097,5,3,2,"45,093,606", 52.64%
2016-04-12,2016096,3,4,8,"45,023,130", 72.63%
2016-04-11,2016095,7,0,4,"43,572,206", 68.10%
2016-04-10,2016094,8,2,4,"42,667,450", 74.72%
2016-04-09,2016093,6,2,2,"41,489,304", 49.81%
2016-04-08,2016092,8,7,5,"44,374,798", 44.30%
2016-04-07,2016091,4,0,5,"43,909,224", 29.58%
2016-04-06,2016090,9,5,4,"40,053,498", 64.19%
2016-04-05,2016089,1,1,1,"44,406,292", 75.04%
2016-04-04,2016088,4,7,3,"39,597,830", 103.71%
2016-04-03,2016087,0,9,9,"41,103,256", 39.49%
2016-04-02,2016086,2,4,9,"41,337,486", 38.38%
2016-04-01,2016085,9,6,7,"43,942,488", 45.05%
2016-03-31,2016084,2,8,2,"46,884,494", 46.62%
2016-03-30,2016083,2,8,9,"47,221,494", 71.12%
2016-03-29,2016082,6,4,0,"48,148,038", 36.82%
2016-03-28,2016081,6,3,5,"46,343,084", 69.37%
2016-03-27,2016080,2,6,1,"43,658,390", 80.86%
2016-03-26,2016079,0,7,5,"42,461,052", 32.52%
2016-03-25,2016078,9,0,8,"43,816,078", 72.76%
2016-03-24,2016077,7,1,7,"44,694,604", 40.07%
2016-03-23,2016076,6,4,4,"44,536,516", 35.36%
2016-03-22,2016075,8,4,5,"42,094,948", 59.84%
2016-03-21,2016074,7,7,7,"45,320,626", 75.96%
2016-03-20,2016073,8,1,5,"43,032,560", 40.64%
2016-03-19,2016072,0,2,0,"44,884,332", 24.40%
2016-03-18,2016071,6,5,0,"46,649,980", 28.89%
2016-03-17,2016070,8,9,6,"48,049,330", 46.72%
2016-03-16,2016069,6,4,3,"44,163,620", 95.54%
2016-03-15,2016068,0,7,5,"43,527,078", 41.58%
2016-03-14,2016067,0,0,1,"45,837,976", 37.97%
2016-03-13,2016066,1,8,1,"47,023,806", 133.60%
2016-03-12,2016065,4,5,0,"46,354,858", 26.60%
2016-03-11,2016064,0,6,2,"49,115,122", 24.40%
2016-03-10,2016063,3,5,6,"47,703,578", 61.06%
2016-03-09,2016062,8,0,3,"45,095,162", 64.49%
2016-03-08,2016061,7,5,4,"45,634,670", 37.64%
2016-03-07,2016060,0,3,9,"46,265,162", 32.36%
2016-03-06,2016059,7,4,1,"44,763,578", 86.50%
2016-03-05,2016058,1,2,6,"42,511,092", 68.84%
2016-03-04,2016057,5,4,3,"46,855,666", 44.98%
2016-03-03,2016056,9,4,1,"44,370,418", 49.47%
2016-03-02,2016055,5,5,3,"44,308,844", 62.26%
2016-03-01,2016054,3,2,8,"43,742,714", 88.94%
2016-02-29,2016053,9,4,9,"46,282,586", 50.17%
2016-02-28,2016052,6,4,1,"44,441,724", 52.70%
2016-02-27,2016051,5,2,8,"41,480,402", 117.69%
2016-02-26,2016050,7,3,1,"43,545,538", 35.98%
2016-02-25,2016049,7,3,9,"43,198,830", 107.60%
2016-02-24,2016048,8,5,1,"41,084,934", 58.33%
2016-02-23,2016047,6,0,6,"40,820,150", 26.91%
2016-02-22,2016046,3,8,3,"38,638,112", 56.71%
2016-02-21,2016045,6,9,2,"38,070,644", 59.09%
2016-02-20,2016044,0,1,0,"39,535,378", 23.66%
2016-02-19,2016043,5,5,7,"42,766,260", 67.13%
2016-02-18,2016042,7,0,1,"42,258,136", 33.02%
2016-02-17,2016041,5,1,9,"39,734,662", 78.17%
2016-02-16,2016040,1,4,3,"39,280,354", 20.84%
2016-02-15,2016039,2,4,8,"34,585,952", 44.50%
2016-02-14,2016038,9,6,0,"32,402,160", 29.62%
2016-02-06,2016037,4,6,8,"37,433,618", 41.09%
2016-02-05,2016036,9,6,8,"40,375,428", 50.19%
2016-02-04,2016035,9,8,1,"46,088,696", 50.99%
2016-02-03,2016034,6,0,6,"45,779,768", 61.39%
2016-02-02,2016033,3,8,7,"45,108,524", 47.86%
2016-02-01,2016032,7,7,8,"47,126,952", 64.19%
2016-01-31,2016031,5,9,2,"48,147,074", 30.89%
2016-01-30,2016030,2,9,3, , 
2016-01-29,2016029,0,2,6,"49,816,234", 26.85%
2016-01-28,2016028,4,1,6,"48,242,122", 105.55%
2016-01-27,2016027,2,8,0,"46,927,802", 31.14%
2016-01-26,2016026,3,2,4,"45,040,586", 40.84%
2016-01-25,2016025,1,1,0,"47,227,960", 49.02%
2016-01-24,2016024,6,2,4,"46,396,280", 45.76%
2016-01-23,2016023,7,2,9,"45,183,732", 68.97%
2016-01-22,2016022,9,1,6,"45,950,090", 87.35%
2016-01-21,2016021,6,9,9,"50,374,668", 46.05%
2016-01-20,2016020,5,2,1,"49,447,878", 45.04%
2016-01-19,2016019,2,7,8,"48,882,070", 106.06%
2016-01-18,2016018,5,6,3,"47,385,114", 78.55%
2016-01-17,2016017,5,3,1,"46,572,348", 41.17%
2016-01-16,2016016,4,4,7,"47,042,364", 116.34%
2016-01-15,2016015,3,4,9,"48,174,220", 42.53%
2016-01-14,2016014,9,3,8,"47,482,802", 68.15%
2016-01-13,2016013,3,2,4,"47,732,324", 41.60%
2016-01-12,2016012,1,8,0,"48,226,690", 31.96%
2016-01-11,2016011,8,1,5,"46,633,282", 46.79%
2016-01-10,2016010,8,0,2,"45,953,916", 63.72%
2016-01-09,2016009,3,5,3,"47,987,834", 
2016-01-08,2016008,5,8,3,"49,908,044", 40.05%
2016-01-07,2016007,9,5,2,"48,777,614", 48.41%
2016-01-06,2016006,7,0,9,"47,772,632", 42.75%
2016-01-05,2016005,5,8,1,"48,984,378", 52.71%
2016-01-04,2016004,6,7,1,"48,191,528", 45.36%
2016-01-03,2016003,1,5,9,"45,537,166", 64.82%
2016-01-02,2016002,2,7,3,"43,688,822", 49.06%
2016-01-01,2016001,8,7,9,"43,865,824", 58.52%
2015-12-31,2015358,2,6,1,"46,563,182", 43.42%
2015-12-30,2015357,2,5,8,"45,299,380", 114.56%
2015-12-29,2015356,4,7,5,"44,433,252", 64.79%
2015-12-28,2015355,3,4,4,"44,047,018", 31.41%
2015-12-27,2015354,3,5,6,"44,336,206", 44.02%
2015-12-26,2015353,3,9,1,"42,807,364", 23.61%
2015-12-25,2015352,4,3,8,"45,464,852", 98.81%
2015-12-24,2015351,9,9,3,"45,962,298", 28.36%
2015-12-23,2015350,4,6,1,"45,834,296", 61.97%
2015-12-22,2015349,6,8,0,"43,644,926", 41.57%
2015-12-21,2015348,9,9,7,"43,777,770", 35.30%
2015-12-20,2015347,2,3,2,"43,853,762", 29.01%
2015-12-19,2015346,2,2,9,"43,449,782", 71.90%
2015-12-18,2015345,6,1,2,"44,554,850", 29.62%
2015-12-17,2015344,1,3,4,"43,772,512", 37.05%
2015-12-16,2015343,6,5,5,"43,287,902", 28.43%
2015-12-15,2015342,6,4,2,"43,749,134", 21.49%
2015-12-14,2015341,0,7,0,"44,610,892", 35.33%
2015-12-13,2015340,0,7,9,"44,081,812", 29.15%
2015-12-12,2015339,0,1,4,"44,451,060", 29.35%
2015-12-11,2015338,2,5,4,"47,244,176", 33.86%
2015-12-10,2015337,6,2,4,"45,236,930", 50.87%
2015-12-09,2015336,3,6,9,"42,713,964", 48.03%
2015-12-08,2015335,9,9,6,"45,751,280", 33.97%
2015-12-07,2015334,2,6,1,"43,890,522", 52.31%
2015-12-06,2015333,9,8,0,"42,639,658", 26.87%
2015-12-05,2015332,4,3,4,"40,696,394", 36.80%
2015-12-04,2015331,0,7,0,"45,123,492", 27.02%
2015-12-03,2015330,3,6,9,"44,788,154", 78.96%
2015-12-02,2015329,4,5,1,"43,400,862", 72.87%
2015-12-01,2015328,3,7,3,"43,326,326", 54.54%
2015-11-30,2015327,8,1,9,"43,118,674", 52.24%
2015-11-29,2015326,8,1,8,"42,586,598", 65.59%
2015-11-28,2015325,6,0,7,"42,015,548", 29.10%
2015-11-27,2015324,6,9,8,"43,542,386", 43.83%
2015-11-26,2015323,7,6,4,"41,872,130", 52.47%
2015-11-25,2015322,9,3,9,"42,479,956", 62.79%
2015-11-24,2015321,2,8,6,"41,386,776", 25.17%
2015-11-23,2015320,7,8,5,"40,463,172", 117.59%
2015-11-22,2015319,8,6,0,"37,465,264", 28.63%
2015-11-21,2015318,1,1,1,"42,248,074", 125.87%
2015-11-20,2015317,6,2,8,"42,083,218", 46.79%
2015-11-19,2015316,8,6,9,"41,492,600", 28.10%
2015-11-18,2015315,4,0,3,"40,068,740", 48.77%
2015-11-17,2015314,0,1,0,"41,231,628", 34.24%
2015-11-16,2015313,0,0,8,"43,225,400", 37.67%
2015-11-15,2015312,3,1,8,"40,720,532", 57.13%
2015-11-14,2015311,6,5,6,"40,606,758", 55.85%
2015-11-13,2015310,5,1,6,"40,497,162", 122.40%
2015-11-12,2015309,8,9,9,"42,940,324", 52.52%
2015-11-11,2015308,8,4,9,"41,974,294", 52.64%
2015-11-10,2015307,4,7,3,"42,115,324", 47.24%
2015-11-09,2015306,3,9,2,"42,142,750", 41.09%
2015-11-08,2015305,6,0,2,"40,662,198", 43.32%
2015-11-07,2015304,7,5,1,"39,224,074", 34.69%
2015-11-06,2015303,4,7,5,"39,789,950", 44.51%
2015-11-05,2015302,1,2,0,"41,194,900", 49.48%
2015-11-04,2015301,2,7,1,"40,671,034", 36.61%
2015-11-03,2015300,2,5,6,"41,384,776", 33.82%
2015-11-02,2015299,6,5,7,"39,007,656", 58.99%
2015-11-01,2015298,2,3,6,"36,611,276", 40.01%
2015-10-31,2015297,8,8,8,"37,768,590", 148.68%
2015-10-30,2015296,3,6,1,"37,964,936", 94.03%
2015-10-29,2015295,2,3,2,"40,503,892", 41.21%
2015-10-28,2015294,6,2,8,"39,526,522", 55.68%
2015-10-27,2015293,9,2,0,"38,060,584", 33.31%
2015-10-26,2015292,1,0,0,"39,126,278", 40.40%
2015-10-25,2015291,8,9,6,"39,605,154", 28.17%
2015-10-24,2015290,7,9,5,"37,481,622", 21.03%
2015-10-23,2015289,6,9,6,"35,327,260", 54.58%
2015-10-22,2015288,9,9,9,"39,161,456", 161.37%
2015-10-21,2015287,9,7,7,"38,470,446", 25.56%
2015-10-20,2015286,0,2,0,"41,554,566", 33.12%
2015-10-19,2015285,5,0,8,"40,735,206", 37.23%
2015-10-18,2015284,5,7,7,"41,237,302", 65.87%
2015-10-17,2015283,9,1,5,"38,998,182", 62.03%
2015-10-16,2015282,8,6,4,"42,319,938", 30.67%
2015-10-15,2015281,1,4,4,"42,203,388", 47.96%
2015-10-14,2015280,9,8,1,"40,630,616", 62.14%
2015-10-13,2015279,6,1,2,"40,447,452", 61.06%
2015-10-12,2015278,8,4,5,"39,113,234", 62.97%
2015-10-11,2015277,7,0,6,"36,747,736", 58.61%
2015-10-10,2015276,0,1,1,"39,396,272", 32.14%
2015-10-09,2015275,4,4,6,"39,364,824", 96.22%
2015-10-08,2015274,7,5,5,"39,370,758", 31.20%
2015-10-07,2015273,7,9,0,"37,128,254", 25.12%
2015-10-06,2015272,8,2,8,"36,601,086", 49.13%
2015-10-05,2015271,1,9,1,"35,628,928", 45.65%
2015-10-04,2015270,7,0,5,"33,704,850", 26.39%
2015-10-03,2015269,7,7,7,"35,818,814", 82.41%
2015-10-02,2015268,3,3,4,"35,065,160", 57.70%
2015-10-01,2015267,7,8,7,"35,783,980", 45.30%
2015-09-30,2015266,7,5,2,"37,811,648", 53.81%
2015-09-29,2015265,0,1,9,"39,797,650", 28.82%
2015-09-28,2015264,9,1,4,"38,594,902", 58.32%
2015-09-27,2015263,0,8,2,"37,072,648", 19.44%
2015-09-26,2015262,9,6,3,"37,092,884", 44.44%
2015-09-25,2015261,3,2,0,"38,931,124", 56.61%
2015-09-24,2015260,1,1,8,"38,798,366", 53.45%
2015-09-23,2015259,0,6,4,"36,397,952", 55.96%
2015-09-22,2015258,5,5,5,"40,036,868", 109.22%
2015-09-21,2015257,8,8,9,"40,355,100", 32.12%
2015-09-20,2015256,7,2,2,"41,896,472", 87.64%
2015-09-19,2015255,8,3,5,"40,823,298", 69.77%
2015-09-18,2015254,1,7,8,"41,497,734", 66.23%
2015-09-17,2015253,5,1,4,"40,164,614", 48.44%
2015-09-16,2015252,9,6,7,"39,862,426", 31.31%
2015-09-15,2015251,6,6,8,"39,872,536", 62.75%
2015-09-14,2015250,8,7,3,"38,831,752", 54.22%
2015-09-13,2015249,3,1,9,"37,503,562", 50.32%
2015-09-12,2015248,9,9,5,"37,514,914", 20.97%
2015-09-11,2015247,4,9,8,"39,228,826", 20.81%
2015-09-10,2015246,3,1,3,"38,717,948", 67.69%
2015-09-09,2015245,8,3,1,"38,311,842", 30.35%
2015-09-08,2015244,8,8,7,"38,902,744", 29.65%
2015-09-07,2015243,8,9,9,"39,817,802", 39.27%
2015-09-06,2015242,7,6,4,"38,918,980", 59.71%
2015-09-05,2015241,9,5,7,"38,474,482", 40.41%
2015-09-04,2015240,4,6,2,"37,060,802", 23.72%
2015-09-03,2015239,8,9,9,"37,152,328", 40.53%
2015-09-02,2015238,2,6,7,"40,235,620", 57.59%
2015-09-01,2015237,1,0,7,"40,858,232", 16.05%
2015-08-31,2015236,2,6,4,"41,412,958", 46.53%
2015-08-30,2015235,1,0,7,"39,725,992", 78.53%
2015-08-29,2015234,4,5,4,"39,664,582", 57.33%
2015-08-28,2015233,4,3,2,"41,818,238", 30.75%
2015-08-27,2015232,8,1,1,"42,000,674", 61.72%
2015-08-26,2015231,6,8,3,"40,225,730", 65.61%
2015-08-25,2015230,9,5,2,"40,675,500", 51.10%
2015-08-24,2015229,6,7,1,"38,858,320", 46.64%
2015-08-23,2015228,2,9,0,"38,766,562", 28.41%
2015-08-22,2015227,1,8,7,"37,980,920", 44.70%
2015-08-21,2015226,1,4,5,"38,123,368", 62.84%
2015-08-20,2015225,2,3,4,"38,235,222", 50.81%
2015-08-19,2015224,8,1,0,"39,203,270", 14.26%
2015-08-18,2015223,8,0,1,"38,933,452", 59.74%
2015-08-17,2015222,5,5,0,"39,541,912", 39.89%
2015-08-16,2015221,0,6,5,"38,848,960", 28.42%
2015-08-15,2015220,8,8,4,"38,938,746", 82.81%
2015-08-14,2015219,5,6,6,"40,264,250", 55.99%
2015-08-13,2015218,1,9,9,"41,958,804", 52.25%
2015-08-12,2015217,3,6,5,"41,452,752", 46.32%
2015-08-11,2015216,0,5,3,"41,335,050", 34.80%
2015-08-10,2015215,2,1,6,"41,635,850", 35.62%
2015-08-09,2015214,2,4,1,"39,787,160", 26.29%
2015-08-08,2015213,2,0,5,"37,918,860", 27.64%
2015-08-07,2015212,8,9,6,"41,470,846", 32.05%
2015-08-06,2015211,7,0,1,"41,348,946", 36.28%
2015-08-05,2015210,5,0,8,"40,591,138", 41.29%
2015-08-04,2015209,5,4,7,"40,101,322", 61.87%
2015-08-03,2015208,2,5,3,"38,772,010", 54.84%
2015-08-02,2015207,6,3,5,"36,854,306", 54.42%
2015-08-01,2015206,0,9,0,"38,250,106", 42.95%
2015-07-31,2015205,3,1,3,"39,234,080", 128.57%
2015-07-30,2015204,6,4,4,"38,779,616", 42.18%
2015-07-29,2015203,9,8,8,"39,050,130", 30.86%
2015-07-28,2015202,9,2,5,"39,911,602", 41.17%
2015-07-27,2015201,9,0,5,"40,083,530", 97.83%
2015-07-26,2015200,5,5,3,"40,117,832", 37.64%
2015-07-25,2015199,1,3,1,"39,499,948", 36.96%
2015-07-24,2015198,5,7,7,"44,061,534", 44.33%
2015-07-23,2015197,5,8,0,"43,463,464", 67.86%
2015-07-22,2015196,8,1,3,"42,256,774", 54.15%
2015-07-21,2015195,7,8,1,"42,762,840", 44.48%
2015-07-20,2015194,6,5,1,"41,961,698", 47.49%
2015-07-19,2015193,4,1,6,"41,066,152", 46.94%
2015-07-18,2015192,7,7,4,"41,780,612", 41.90%
2015-07-17,2015191,7,1,3,"41,455,152", 120.28%
2015-07-16,2015190,4,0,8,"40,426,190", 41.72%
2015-07-15,2015189,2,2,4,"40,316,110", 41.07%
2015-07-14,2015188,6,6,3,"39,425,744", 38.35%
2015-07-13,2015187,8,7,8,"41,271,792", 24.32%
2015-07-12,2015186,5,1,9,"41,437,496", 85.33%
2015-07-11,2015185,8,7,0,"39,022,590", 54.59%
2015-07-10,2015184,1,1,9,"44,341,510", 49.90%
2015-07-09,2015183,7,3,1,"44,581,994", 31.44%
2015-07-08,2015182,4,1,7,"42,187,610", 71.87%
2015-07-07,2015181,2,8,1,"43,366,950", 30.08%
2015-07-06,2015180,7,0,2,"42,045,786", 58.90%
2015-07-05,2015179,3,8,1,"40,504,808", 73.04%
2015-07-04,2015178,1,4,1,"40,267,172", 25.92%
2015-07-03,2015177,6,0,5,"42,143,130", 47.14%
